statNm,statId,chgerId,chgerType,addr,addrDetail,location,lat,lng,useTime,busiId,bnm,busiNm,busiCall,stat,statUpdDt,lastTsdt,lastTedt,nowTsdt,powerType,output,method,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,floorNum,floorType,maker
한국교통안전공단 상암자동차검사소,HY000412,02,04,서울특별시 마포구 구룡길 15,한국교통안전공단 상암자동차검사소,검사소내 주차장,37.586489,126.883925,24시간 이용가능,HY,현대엔지니어링,현대엔지니어링,-,2,20260923124005,20260923123917,20260923123917,,,100,동시,11,11440,A0,A003,N,,N,,N,,N,2023,1,F,시그넷
마포운수,JA110208,01,11,서울특별시 마포구 하늘공원로 108,,,37.5773622,126.8808259,24시간 이용가능,JA,이브이시스,이브이시스,1577-1556,2,20260923135619,20260923125619,20260923135619,,,120,동시,11,11440,G0,G004,Y,,N,버스전용 충전시설 (Combo2),N,,N,2023,1,F,중앙제어
합정운수,JA110211,01,11,서울특별시 마포구 방울내로11길 129,,,37.5610276,126.8989942,24시간 이용가능,JA,이브이시스,이브이시스,1577-1556,2,20260923132027,20260923124020,20260923132027,,,120,동시,11,11440,G0,G004,Y,,N,버스전용 충전시설 (Combo2),N,,N,2023,1,F,중앙제어
마포용산지사,KP000013,01,06,서울특별시 마포구 토정로37길 38,,,37.54205285,126.9466325,"주중 08~20시, 주말 09~18시",KP,한국전력공사,한국전력,02-710-2262,9,20250227184810,20250227012738,20250227021359,,,50,,11,11440,A0,A003,Y,,N,,N,,N,2017,1,B,대경엔지니어링
상암월드컵경기장,KP000194,01,06,서울특별시 마포구 월드컵로 240,,,37.56845536423,126.8950813889,주중/주말 : 24시간,KP,한국전력공사,한국전력,02-710-2264,9,20260830095310,20260826020455,20260826022427,,,50,,11,11440,J0,J004,Y,,N,,N,,N,2017,1,F,대경엔지니어링
상암월드컵경기장,KP000194,02,06,서울특별시 마포구 월드컵로 240,,,37.56845536423,126.8950813889,주중/주말 : 24시간,KP,한국전력공사,한국전력,02-710-2264,9,20260826115310,20260823115720,20260823131009,,,50,,11,11440,J0,J004,Y,,N,,N,,N,2017,1,F,대경엔지니어링
상암월드컵경기장,KP000194,03,06,서울특별시 마포구 월드컵로 240,,,37.56845536423,126.8950813889,주중/주말 : 24시간,KP,한국전력공사,한국전력,02-710-2264,9,20260830095310,20260826004024,20260826005729,,,50,,11,11440,J0,J004,Y,,N,,N,,N,2017,1,F,대경엔지니어링
상암월드컵경기장,KP000194,04,06,서울특별시 마포구 월드컵로 240,,,37.56845536423,126.8950813889,주중/주말 : 24시간,KP,한국전력공사,한국전력,02-710-2264,9,20260826115310,20260825211837,20260825214831,,,50,,11,11440,J0,J004,Y,,N,,N,,N,2017,1,F,대경엔지니어링
상암월드컵경기장,KP000194,05,06,서울특별시 마포구 월드컵로 240,,,37.56845536423,126.8950813889,주중/주말 : 24시간,KP,한국전력공사,한국전력,02-710-2264,9,20260830095310,20260825215124,20260825224041,,,50,,11,11440,J0,J004,Y,,N,,N,,N,2017,1,F,대경엔지니어링
상암월드컵경기장,KP000194,06,06,서울특별시 마포구 월드컵로 240,,,37.56845536423,126.8950813889,주중/주말 : 24시간,KP,한국전력공사,한국전력,02-710-2264,9,20260826115310,20260824155813,20260824162751,,,50,,11,11440,J0,J004,Y,,N,,N,,N,2017,1,F,대경엔지니어링
상암월드컵경기장,KP000194,07,06,서울특별시 마포구 월드컵로 240,,,37.56845536423,126.8950813889,주중/주말 : 24시간,KP,한국전력공사,한국전력,02-710-2264,9,20260826115310,20260825074245,20260825084935,,,50,,11,11440,J0,J004,Y,,N,,N,,N,2017,1,F,시그넷
마포중앙도서관,KP002541,01,06,서울특별시 마포구 성산로 128,,,37.5635528501,126.9089580252,,KP,한국전력공사,한국전력,1899-2100,2,20260923112019,20260923110329,20260923111701,,,50,,11,11440,I0,I005,N,,N,,N,,N,2017,1,B,시그넷
마포중앙도서관,KP002541,02,06,서울특별시 마포구 성산로 128,,,37.5635528501,126.9089580252,,KP,한국전력공사,한국전력,1899-2100,2,20260923140039,20260923092124,20260923103822,,,50,,11,11440,I0,I005,N,,N,,N,,N,2017,1,B,시그넷
서울신용보증재단,KP004809,01,04,서울특별시 마포구 마포대로 163,,,37.549021125,126.95400124,09:00~18:00,KP,한국전력공사,한국전력,1899-2100,2,20260922112010,20260922084455,20260922094514,,,50,단독,11,11440,G0,G004,Y,,N,,N,,N,2021,1,F,PNE
서울서부지방검찰청,KP004931,01,04,서울특별시 마포구 마포대로 174,,,37.549615441,126.95545560,09:00~18:00,KP,한국전력공사,한국전력,1899-2100,2,20260923103015,20260923083350,20260923093408,,,50,단독,11,11440,A0,A001,Y,,N,,N,,N,2021,1,F,클린일렉스
홍익대 서울캠퍼스(홍문관),NT100059,16,06,서울특별시 마포구 와우산로 94,홍익대학교 서울캠퍼스,B6F주차장(02기둥 주차면) / B3F주차장(아트앤디자인밸리 입구),37.5525193,126.9249906,24시간 이용가능,NT,NICE인프라,한국전자금융,1533-2522,2,20260922165050,20260922135650,20260922165050,,,50,단독,11,11440,J0,J001,N,,N,,N,,N,2025,3,B,채비
